date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:16:17	29/29	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2027%20Jan%202023%2017:16:16%20GMT	https://valtracker.gg/discord	C:/Meine%20Webseiten/dasga/valtracker.gg/discord	(from https://valtracker.gg/docs/messages)
18:16:18	1593/1593	---MCZ	200	added ('OK')	application/javascript	etag:W/%22639-1859bf8a3f4%22	https://valtracker.gg/_next/static/chunks/pages/docs/status-5112bad400da9b43.js	C:/Meine%20Webseiten/dasga/valtracker.gg/_next/static/chunks/pages/docs/status-5112bad400da9b43.js	(from https://valtracker.gg/docs/status)
18:16:18	29/29	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2027%20Jan%202023%2017:16:17%20GMT	https://valtracker.gg/discord	C:/Meine%20Webseiten/dasga/valtracker.gg/discord	(from https://valtracker.gg/docs/status)
18:16:18	29/29	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2027%20Jan%202023%2017:16:17%20GMT	https://valtracker.gg/discord	C:/Meine%20Webseiten/dasga/valtracker.gg/discord	(from https://valtracker.gg/docs/status)
18:16:19	2030/2030	---MCZ	200	added ('OK')	application/javascript	etag:W/%227ee-1859bf8a3f4%22	https://valtracker.gg/_next/static/chunks/pages/docs/website-d5dc10c647c89496.js	C:/Meine%20Webseiten/dasga/valtracker.gg/_next/static/chunks/pages/docs/website-d5dc10c647c89496.js	(from https://valtracker.gg/docs/website)
18:16:19	29/29	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2027%20Jan%202023%2017:16:17%20GMT	https://valtracker.gg/discord	C:/Meine%20Webseiten/dasga/valtracker.gg/discord	(from https://valtracker.gg/docs/website)
18:16:19	29/29	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2027%20Jan%202023%2017:16:18%20GMT	https://valtracker.gg/discord	C:/Meine%20Webseiten/dasga/valtracker.gg/discord	(from https://valtracker.gg/docs/website)
18:16:19	29/29	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2027%20Jan%202023%2017:16:18%20GMT	https://valtracker.gg/discord	C:/Meine%20Webseiten/dasga/valtracker.gg/discord	(from https://valtracker.gg/blog?filter=byTag&tag=API)
18:16:20	29/29	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2027%20Jan%202023%2017:16:18%20GMT	https://valtracker.gg/discord	C:/Meine%20Webseiten/dasga/valtracker.gg/discord	(from https://valtracker.gg/blog?filter=byTag&tag=API)
18:16:20	86194/86194	---MCZ	200	added ('OK')	application/javascript	etag:W/%22150b2-1859bf8a3f8%22	https://valtracker.gg/_next/static/chunks/787-0768c8513ed55c03.js	C:/Meine%20Webseiten/dasga/valtracker.gg/_next/static/chunks/787-0768c8513ed55c03.js	(from https://valtracker.gg/blog/valtracker-api-major-release-v1)
18:16:20	8650/8650	---MCZ	200	added ('OK')	application/javascript	etag:W/%2221ca-1859bf8a3f4%22	https://valtracker.gg/_next/static/chunks/pages/blog/%5Bid%5D-98f238c51179dc18.js	C:/Meine%20Webseiten/dasga/valtracker.gg/_next/static/chunks/pages/blog/[id]-98f238c51179dc18.js	(from https://valtracker.gg/blog/valtracker-api-major-release-v1)
18:16:20	29/29	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2027%20Jan%202023%2017:16:19%20GMT	https://valtracker.gg/discord	C:/Meine%20Webseiten/dasga/valtracker.gg/discord	(from https://valtracker.gg/blog/valtracker-api-major-release-v1)
18:16:21	29/29	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2027%20Jan%202023%2017:16:19%20GMT	https://valtracker.gg/discord	C:/Meine%20Webseiten/dasga/valtracker.gg/discord	(from https://valtracker.gg/blog/valtracker-api-major-release-v1)
18:16:21	29/29	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2027%20Jan%202023%2017:16:20%20GMT	https://valtracker.gg/discord	C:/Meine%20Webseiten/dasga/valtracker.gg/discord	(from https://valtracker.gg/blog?filter=byTag&tag=Information)
18:16:21	29/29	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2027%20Jan%202023%2017:16:20%20GMT	https://valtracker.gg/discord	C:/Meine%20Webseiten/dasga/valtracker.gg/discord	(from https://valtracker.gg/blog?filter=byTag&tag=Information)
18:16:22	29/29	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2027%20Jan%202023%2017:16:20%20GMT	https://valtracker.gg/discord	C:/Meine%20Webseiten/dasga/valtracker.gg/discord	(from https://valtracker.gg/blog/welcome-to-the-valtracker-blog)
18:16:22	29/29	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2027%20Jan%202023%2017:16:21%20GMT	https://valtracker.gg/discord	C:/Meine%20Webseiten/dasga/valtracker.gg/discord	(from https://valtracker.gg/blog/welcome-to-the-valtracker-blog)
